-0.003040,0.045937,0.022120
-0.005451,0.073093,0.047584
0.040230,0.025154,0.055188
-0.008730,0.049717,0.032421
-0.022784,-0.034099,0.034899
-0.028743,-0.009915,0.046386
0.004590,-0.044794,0.063990
-0.020565,-0.024607,0.025497
-0.028423,-0.023516,0.050897
-0.043291,-0.001116,0.089025
-0.013441,-0.048340,0.093555
-0.059378,-0.007963,0.053764
-0.028868,-0.086312,0.048685
-0.050519,-0.067736,0.080368
-0.023119,-0.119683,0.076395
-0.057992,-0.068876,0.045760
0.277791,0.021224,-0.033363
0.264101,0.108896,0.037741
0.357392,-0.008155,0.044140
0.185734,0.046263,-0.013164
0.226066,-0.059737,0.006244
0.170726,-0.011530,0.087258
0.255091,-0.073910,0.096770
0.141396,-0.049398,0.007501
0.023277,0.016373,0.084147
0.004959,0.030592,0.114133
0.034034,-0.011550,0.118648
-0.008616,0.025451,0.080559
0.011473,-0.049713,0.081908
-0.008730,-0.032160,0.114030
0.013997,-0.077022,0.114915
-0.020470,-0.039343,0.076408
0.020759,0.050244,0.060140
-0.012341,0.075155,0.115867
0.016534,0.009750,0.116559
-0.033318,0.067165,0.064929
-0.000236,-0.033591,0.056990
-0.029543,-0.015281,0.112121
-0.003525,-0.070333,0.108100
-0.033246,-0.020779,0.072143
0.012288,0.029935,0.009018
0.018394,0.077271,0.059590
-0.008471,0.021358,0.028815
-0.022985,0.051987,0.028494
-0.028606,-0.021059,0.023354
-0.013636,0.023664,0.051457
-0.051254,-0.013493,0.055735
-0.025809,-0.005384,0.067390
0.013263,0.042461,0.056746
-0.020762,0.042729,0.086460
-0.000035,0.031531,0.094779
-0.011837,0.043546,0.063405
0.006834,-0.045631,0.057558
-0.005265,-0.024480,0.097683
0.006585,-0.066979,0.090275
-0.021905,-0.028483,0.058687
-0.019988,0.080485,0.047383
-0.038800,0.090688,0.073946
-0.020792,0.052147,0.080828
-0.033731,0.093841,0.052637
-0.020880,-0.002140,0.013744
-0.044107,0.027416,0.065513
-0.009285,-0.019492,0.061988
-0.064357,0.013073,0.022999
0.034292,0.019168,-0.001103
0.016158,0.060413,0.049705
0.061337,0.021320,0.058480
-0.013749,0.040431,0.021639
-0.005447,-0.033616,0.028945
-0.024718,-0.014155,0.065797
-0.006762,-0.057996,0.061428
-0.024647,-0.017644,0.027405
-0.054948,-0.001077,0.071825
-0.060007,0.012321,0.110158
-0.083790,-0.021667,0.116999
-0.081051,0.018397,0.090800
-0.023189,-0.068104,0.047895
-0.039120,-0.047174,0.077802
-0.023871,-0.095334,0.082699
-0.061166,-0.057573,0.045071
0.004802,-0.012286,0.065055
-0.020723,0.009507,0.097305
0.008348,-0.034867,0.104820
-0.031804,0.003378,0.064093
-0.020674,-0.088400,0.051221
-0.039910,-0.069390,0.093919
-0.030442,-0.113855,0.076549
-0.047389,-0.075422,0.055555
-0.011990,0.004231,0.052919
-0.029054,0.028925,0.082857
-0.004910,-0.019744,0.089746
-0.040790,0.018202,0.054382
-0.002400,-0.062093,0.032244
-0.020235,-0.036296,0.068307
-0.018361,-0.091054,0.057700
-0.033574,-0.050277,0.031998
-0.015188,0.026307,0.056771
-0.057682,0.047678,0.093049
-0.025547,0.001021,0.089169
-0.050762,0.049302,0.068084
-0.032465,-0.045794,0.051432
-0.051158,-0.019880,0.090298
-0.039739,-0.072647,0.085647
-0.062705,-0.025552,0.051125
-0.031990,0.045756,0.020958
-0.056032,0.064993,0.053742
-0.035019,0.016661,0.057957
-0.072725,0.056541,0.018776
-0.038313,-0.043595,0.019086
-0.052228,-0.018848,0.057284
-0.050309,-0.073969,0.053033
-0.080931,-0.028664,0.020317
0.044803,0.023659,0.009278
0.009687,0.045943,0.056583
0.051778,-0.008339,0.054751
-0.000410,0.041386,0.017036
0.007164,-0.050113,0.015461
-0.012650,-0.026498,0.053791
0.002027,-0.073948,0.051821
-0.033700,-0.031256,0.012277
-0.026314,0.069361,0.018917
-0.038594,0.077697,0.119841
0.024853,0.033852,0.087050
-0.089245,0.086889,0.030853
-0.059482,0.020795,0.005457
-0.104083,0.011564,0.114064
-0.014391,-0.020636,0.066849
-0.129987,-0.014098,0.038725
-0.049962,0.061290,0.032440
-0.071365,0.085069,0.063546
-0.059796,0.032735,0.065783
-0.093706,0.074842,0.040718
-0.050609,0.007091,0.007567
-0.056754,0.027689,0.056397
-0.048326,-0.024575,0.048597
-0.083283,0.030665,0.030998
0.008274,0.059806,0.016172
-0.059697,0.077862,0.099228
-0.000621,-0.009007,0.083242
-0.082674,0.062184,0.007346
-0.035928,-0.022557,0.105853
-0.114153,-0.002925,0.122414
-0.017715,-0.075113,0.144747
-0.115474,-0.113949,0.079102
-0.019694,0.016938,0.064174
-0.040060,0.040493,0.099772
-0.022653,-0.014721,0.099410
-0.051089,0.034258,0.060607
-0.037571,-0.066514,0.059841
-0.053201,-0.038072,0.089278
-0.037207,-0.089248,0.089007
-0.067488,-0.049248,0.055936
0.002111,0.070787,0.018329
-0.021068,0.088133,0.103761
0.015721,0.030341,0.091035
-0.069617,0.096412,0.045311
-0.013034,-0.031465,0.003005
-0.047975,-0.003627,0.062455
0.013290,-0.074946,0.028623
-0.080418,-0.015890,0.016808
-0.028026,0.020092,0.083766
-0.046194,0.045324,0.117970
-0.030625,-0.002042,0.116690
-0.067327,0.036266,0.081115
-0.027372,-0.046012,0.079178
-0.045238,-0.022293,0.109630
-0.022004,-0.066594,0.108947
-0.061459,-0.031182,0.073994
0.009150,0.027904,0.052100
-0.023797,0.045497,0.082202
0.005430,0.003537,0.091509
-0.028991,0.037568,0.052240
-0.006881,-0.051917,0.054516
-0.027482,-0.029589,0.090521
-0.004868,-0.073255,0.090264
-0.034412,-0.036287,0.051432
0.057587,0.025063,0.088512
0.053988,0.039921,0.083725
0.032289,0.001559,0.081063
0.057563,0.029871,0.075846
-0.000487,-0.046472,0.080141
-0.011214,-0.025201,0.105924
0.014806,-0.067520,0.114955
-0.027064,-0.034023,0.068123
0.065040,0.027345,0.046280
0.037617,0.048442,0.116821
0.053412,-0.018305,0.114721
-0.005133,0.056756,0.045624
0.009132,-0.048177,0.034760
-0.005420,-0.034979,0.083934
0.023583,-0.089975,0.074606
-0.050877,-0.031452,0.043618
-0.063247,0.051704,0.100726
-0.073534,0.073211,0.135496
-0.075593,0.036128,0.145533
-0.064890,0.073048,0.141220
-0.042700,-0.009121,0.073708
-0.059365,0.014438,0.108262
-0.044733,-0.029865,0.109424
-0.065613,0.005107,0.072055
-0.063042,0.044441,0.073449
-0.065406,0.062987,0.090534
-0.076571,0.024140,0.094854
-0.074004,0.054153,0.071655
-0.072865,-0.011639,0.052830
-0.071326,-0.014528,0.055146
-0.111597,-0.018580,0.040156
-0.067190,-0.019270,0.047421
-0.003960,0.047754,0.043103
-0.025904,0.066313,0.074616
-0.006316,0.017505,0.077634
-0.044617,0.060422,0.039176
-0.017428,-0.020990,0.015576
-0.041004,0.012559,0.108589
-0.023014,-0.050585,0.074628
-0.141872,0.004771,0.074821
0.021402,0.044296,0.035029
0.011000,0.073200,0.082446
0.042750,0.029751,0.087350
-0.016355,0.061036,0.040400
-0.004099,-0.044594,0.019066
-0.009286,-0.018539,0.112225
0.025940,-0.078032,0.088573
-0.037703,-0.022303,0.052845
0.141374,0.056705,-0.015992
0.092175,0.066374,0.059915
0.155196,0.000982,0.035789
0.050507,0.042927,-0.000135
0.037832,-0.040248,0.031615
0.030692,0.010209,0.078837
0.017988,-0.094257,0.073777
-0.014483,-0.007382,0.041753
-0.000908,0.057200,0.063724
-0.018731,0.075440,0.084602
-0.004019,0.022674,0.096292
-0.018256,0.079123,0.057193
0.018745,-0.049305,-0.021036
0.023713,-0.012384,0.025018
0.012047,-0.071448,0.034645
-0.008733,-0.011197,-0.006446
-0.060621,0.040861,0.046262
-0.133157,0.059385,0.081760
-0.084462,0.019228,0.089010
-0.120015,0.036722,0.045275
-0.042917,-0.046582,0.074670
-0.073278,-0.018803,0.111782
-0.054283,-0.079265,0.105999
-0.088872,-0.030670,0.071059
-0.017141,0.009051,0.063052
-0.035610,0.027473,0.089644
-0.018695,-0.015751,0.094023
-0.041423,0.023912,0.059840
0.027611,-0.072716,0.039727
-0.019202,-0.048129,0.078633
0.012113,-0.104663,0.070800
-0.032757,-0.063899,0.036968
0.003026,0.039322,0.037047
-0.044874,0.067670,0.073227
-0.007449,0.020253,0.075132
-0.052960,0.061530,0.043982
-0.052197,-0.017748,0.031434
-0.085038,0.003033,0.085482
-0.070990,-0.048177,0.063678
-0.119064,0.001382,0.048370
-0.002616,0.039286,0.056644
-0.023120,0.059004,0.112819
-0.008706,0.017303,0.100600
-0.040881,0.050928,0.063251
-0.009953,-0.014819,0.048294
-0.033950,0.002061,0.082390
-0.016377,-0.039486,0.084859
-0.041800,-0.001162,0.047086
-0.051890,0.024995,0.089519
-0.066585,0.045187,0.116433
-0.051090,0.002868,0.126782
-0.079549,0.041476,0.091366
-0.055229,-0.045597,0.022620
-0.051039,-0.020117,0.057775
-0.076211,-0.068327,0.058782
-0.100956,-0.027087,0.043276
-0.021450,0.060402,0.031554
-0.037280,0.082966,0.090081
-0.015741,0.025932,0.086509
-0.058070,0.074609,0.057853
-0.051270,-0.016941,0.027706
-0.074688,-0.001474,0.075091
-0.049415,-0.048024,0.077024
-0.090889,-0.007147,0.034868
-0.032681,0.004113,0.039757
-0.053667,0.020180,0.076324
-0.022355,-0.018533,0.075285
-0.062463,0.012808,0.044150
-0.048362,-0.060406,0.060482
-0.039923,-0.025698,0.085134
-0.038655,-0.080931,0.086442
-0.061336,-0.043798,0.054220
0.029746,0.059324,0.006206
-0.008791,0.063145,0.052827
0.025312,0.020695,0.057378
-0.021855,0.069279,0.014112
0.015559,-0.028739,0.010428
0.005550,-0.009458,0.042295
0.027411,-0.055957,0.043848
-0.012732,-0.012593,0.008698
-0.037491,0.082553,-0.067676
-0.078235,0.106311,0.004478
-0.042881,0.045067,0.005111
-0.114876,0.098676,-0.061234
-0.029454,-0.005625,-0.046200
-0.057965,0.005404,0.028390
-0.015505,-0.033289,0.002306
-0.095560,0.011233,-0.017340
0.006922,0.033823,0.029002
-0.017467,0.055988,0.063224
0.000125,0.008292,0.079615
-0.030638,0.044607,0.037055
0.005848,-0.037374,0.036991
-0.013513,-0.017267,0.078351
0.004012,-0.065314,0.075684
-0.048810,-0.017285,0.039830
-0.137825,0.108159,0.022757
-0.161787,0.102904,0.132867
-0.161048,0.030841,0.080094
-0.247823,0.130224,0.056403
-0.214302,-0.001376,0.014971
-0.278695,0.021179,0.188512
-0.195187,-0.061511,0.096332
-0.344713,0.015339,0.044457
0.015319,0.097364,-0.058179
-0.010962,0.165756,0.023781
-0.007090,0.034112,0.014233
-0.088408,0.131713,-0.046189
-0.061023,-0.012611,-0.055948
-0.125767,0.003881,0.024679
-0.066231,-0.050007,0.007577
-0.158437,0.000024,-0.049314
